0,0,0
0,0.020408,0
0,0.040816,0
0,0.061224,0
0,0.081633,0
0,0.10204,0
0,0.12245,0
0,0.14286,0
0,0.16327,0
0,0.18367,0
0,0.20408,0
0,0.22449,0
0,0.2449,0
0,0.26531,0
0,0.28571,0
0,0.30612,0
0,0.32653,0
0,0.34694,0
0,0.36735,0
0,0.38776,0
0,0.40816,0
0,0.42857,0
0,0.44898,0
0,0.46939,0
0,0.4898,0
0,0.5102,0
0,0.53061,0
0,0.55102,0
0,0.57143,0
0,0.59184,0
0,0.61224,0
0,0.63265,0
0,0.65306,0
0,0.67347,0
0,0.69388,0
0,0.71429,0
0,0.73469,0
0,0.7551,0
0,0.77551,0
0,0.79592,0
0,0.81633,0
0,0.83673,0
0,0.85714,0
0,0.87755,0
0,0.89796,0
0,0.91837,0
0,0.93878,0
0,0.95918,0
0,0.97959,0
0,1,0
0.020202,0,0
0.020202,0.020408,0.0030785
0.020202,0.040816,0.0044676
0.020202,0.061224,0.0055559
0.020202,0.081633,0.0064951
0.020202,0.10204,0.0073394
0.020202,0.12245,0.0081194
0.020202,0.14286,0.0088534
0.020202,0.16327,0.0095516
0.020202,0.18367,0.01022
0.020202,0.20408,0.010864
0.020202,0.22449,0.011485
0.020202,0.2449,0.012089
0.020202,0.26531,0.012675
0.020202,0.28571,0.013246
0.020202,0.30612,0.013802
0.020202,0.32653,0.014345
0.020202,0.34694,0.014874
0.020202,0.36735,0.01539
0.020202,0.38776,0.015895
0.020202,0.40816,0.016387
0.020202,0.42857,0.016869
0.020202,0.44898,0.017339
0.020202,0.46939,0.0178
0.020202,0.4898,0.018251
0.020202,0.5102,0.018693
0.020202,0.53061,0.019125
0.020202,0.55102,0.019549
0.020202,0.57143,0.019964
0.020202,0.59184,0.020373
0.020202,0.61224,0.020773
0.020202,0.63265,0.021165
0.020202,0.65306,0.021551
0.020202,0.67347,0.021929
0.020202,0.69388,0.022302
0.020202,0.71429,0.022667
0.020202,0.73469,0.023027
0.020202,0.7551,0.02338
0.020202,0.77551,0.023728
0.020202,0.79592,0.024071
0.020202,0.81633,0.024408
0.020202,0.83673,0.02474
0.020202,0.85714,0.025066
0.020202,0.87755,0.025389
0.020202,0.89796,0.025706
0.020202,0.91837,0.02602
0.020202,0.93878,0.026329
0.020202,0.95918,0.026633
0.020202,0.97959,0.026934
0.020202,1,0.027232
0.040404,0,0
0.040404,0.020408,0.0057808
0.040404,0.040816,0.0085492
0.040404,0.061224,0.010722
0.040404,0.081633,0.012597
0.040404,0.10204,0.014284
0.040404,0.12245,0.015843
0.040404,0.14286,0.017309
0.040404,0.16327,0.018705
0.040404,0.18367,0.020041
0.040404,0.20408,0.021327
0.040404,0.22449,0.02257
0.040404,0.2449,0.023776
0.040404,0.26531,0.024948
0.040404,0.28571,0.02609
0.040404,0.30612,0.027201
0.040404,0.32653,0.028286
0.040404,0.34694,0.029344
0.040404,0.36735,0.030376
0.040404,0.38776,0.031385
0.040404,0.40816,0.032369
0.040404,0.42857,0.033332
0.040404,0.44898,0.034273
0.040404,0.46939,0.035193
0.040404,0.4898,0.036095
0.040404,0.5102,0.036978
0.040404,0.53061,0.037843
0.040404,0.55102,0.03869
0.040404,0.57143,0.039521
0.040404,0.59184,0.040337
0.040404,0.61224,0.041137
0.040404,0.63265,0.041921
0.040404,0.65306,0.042692
0.040404,0.67347,0.043449
0.040404,0.69388,0.044193
0.040404,0.71429,0.044925
0.040404,0.73469,0.045643
0.040404,0.7551,0.04635
0.040404,0.77551,0.047045
0.040404,0.79592,0.04773
0.040404,0.81633,0.048404
0.040404,0.83673,0.049067
0.040404,0.85714,0.049721
0.040404,0.87755,0.050365
0.040404,0.89796,0.051001
0.040404,0.91837,0.051627
0.040404,0.93878,0.052244
0.040404,0.95918,0.052854
0.040404,0.97959,0.053456
0.040404,1,0.05405
0.060606,0,0
0.060606,0.020408,0.0081388
0.060606,0.040816,0.012267
0.060606,0.061224,0.015515
0.060606,0.081633,0.018321
0.060606,0.10204,0.020847
0.060606,0.12245,0.023181
0.060606,0.14286,0.025379
0.060606,0.16327,0.02747
0.060606,0.18367,0.029472
0.060606,0.20408,0.031399
0.060606,0.22449,0.033262
0.060606,0.2449,0.035069
0.060606,0.26531,0.036826
0.060606,0.28571,0.038537
0.060606,0.30612,0.040203
0.060606,0.32653,0.041829
0.060606,0.34694,0.043415
0.060606,0.36735,0.044962
0.060606,0.38776,0.046473
0.060606,0.40816,0.047949
0.060606,0.42857,0.049392
0.060606,0.44898,0.050802
0.060606,0.46939,0.052183
0.060606,0.4898,0.053534
0.060606,0.5102,0.054858
0.060606,0.53061,0.056154
0.060606,0.55102,0.057424
0.060606,0.57143,0.058669
0.060606,0.59184,0.059892
0.060606,0.61224,0.061091
0.060606,0.63265,0.062268
0.060606,0.65306,0.063423
0.060606,0.67347,0.064558
0.060606,0.69388,0.065673
0.060606,0.71429,0.066769
0.060606,0.73469,0.067847
0.060606,0.7551,0.068906
0.060606,0.77551,0.069949
